Insurance Plan Identifier,Insurance Plan Variant Component Type Name,SBC Coverage Name,SBC Coverage Deductible Amount,SBC Coverage Copayment Amount,SBC Coverage Coinsurance Amount,SBC Coverage Limit Amount
33602TX0471208,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471238,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471208,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471239,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471209,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471239,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471209,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471239,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471209,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471240,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471240,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471210,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471240,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471210,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471241,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471210,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471241,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471211,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471241,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471211,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471242,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471211,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471242,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471242,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471212,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471243,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471212,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471243,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471212,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471243,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471213,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471244,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471213,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471244,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471213,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471244,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471214,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471246,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471214,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471246,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471246,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471247,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471214,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471247,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471215,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471247,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471215,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471248,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471215,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471248,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471216,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471248,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471216,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471249,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471249,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471216,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471249,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471217,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471250,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471217,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471250,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471217,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471250,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471218,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471251,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471218,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471251,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471251,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471218,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471252,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471220,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471252,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471220,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471252,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471220,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471253,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471221,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471253,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471221,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471253,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471221,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471255,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471222,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471255,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471255,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471222,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471256,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471222,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471256,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471223,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471256,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471223,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471257,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471223,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471257,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471224,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471257,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471224,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471258,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471224,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471258,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471258,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471225,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471259,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471225,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471259,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471225,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471259,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471226,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471260,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471226,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471260,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471226,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471260,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471227,Non-Exchange variant,Maternity,4000.00,0.00,1700.00,60.00
33602TX0471261,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471261,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471227,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471261,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471262,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471227,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471262,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471229,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471262,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471229,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471263,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471229,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471263,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471230,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471263,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471230,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471264,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471264,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471230,Non-Exchange variant,Diabetes,3500.00,200.00,70.00,20.00
33602TX0471264,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471231,Non-Exchange variant,Maternity,3500.00,10.00,1800.00,60.00
33602TX0471265,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471231,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471265,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471274,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471265,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471266,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471275,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471266,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471266,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471275,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471267,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471275,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471267,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471276,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471267,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471276,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471268,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471276,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471268,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471277,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471268,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471269,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471277,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471269,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471277,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471269,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471278,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471270,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471278,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471270,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471278,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471270,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471279,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471272,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471279,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471272,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471279,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471272,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471273,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471281,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471273,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471281,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471273,Non-Exchange variant,Diabetes,900.00,800.00,0.00,20.00
33602TX0471281,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471274,Non-Exchange variant,Maternity,3000.00,700.00,2600.00,60.00
33602TX0471282,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471274,Non-Exchange variant,Treatment of a simple fracture,2000.00,700.00,0.00,0.00
33602TX0471282,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471282,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471317,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471283,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471318,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471283,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471318,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471283,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471318,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471284,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471319,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471319,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471319,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471284,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471320,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471284,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471320,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471285,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471320,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471285,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471321,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471285,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471321,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471286,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471321,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471286,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471323,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471286,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471323,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471323,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471287,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471324,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471287,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471324,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471287,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471324,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471288,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471325,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471325,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471288,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471325,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471288,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471326,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471289,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471326,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471289,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471326,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471289,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471327,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471290,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471327,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471290,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471327,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471290,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471328,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471291,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471328,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471291,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471328,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471291,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471329,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
33602TX0471292,Non-Exchange variant,Maternity,3500.00,300.00,3500.00,60.00
33602TX0471329,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0471292,Non-Exchange variant,Treatment of a simple fracture,2100.00,600.00,0.00,0.00
33602TX0471329,Non-Exchange variant,Diabetes,2300.00,300.00,0.00,20.00
33602TX0471292,Non-Exchange variant,Diabetes,900.00,900.00,0.00,20.00
33602TX0471330,Non-Exchange variant,Maternity,6000.00,0.00,0.00,60.00
