HIOS Plan ID,Level of Coverage,CSR Variation Type,Issuer Actuarial Value,AV Calculator Output Number,Medical and Drug Deductibles Integrated ,Medical and Drug Maximum Out Of Pocket Integrated ,Multiple In Network Tiers ,1st Tier Utilization,2nd Tier Utilization, Plan Brochure,URL for Summary of Benefits and Coverage,HSA Eligible,HSA\HRA Employer Contribution,HSA\HRA Employer Contribution Amount,Maximum Coinsurance for Specialty Drugs,Maximum Number of Days for Charging an Inpatient Copay,Begin Primary Care Cost Sharing After a Set Number of Visits,Begin Primary Care Deductible\ Coinsurance After a Set Number of Copays,Plan Variant Marketing Name
33602TX0470878,Silver,Non-Exchange variant,,70.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 818
33602TX0470883,Silver,Non-Exchange variant,,70.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 818
27248TX0010001,Gold,Non-Exchange variant,81.49,75.57,Yes,Yes,No,100%,,https://www.communityhealthchoice.org/wp-content/uploads/2023/06/plan-brochure-premier-2024.pdf,https://www.communityhealthchoice.org/wp-content/uploads/2023/06/27248TX0010001-00-2024.pdf,No,No,,,,,,Community Premier Gold 001
33602TX0461050,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 707
33602TX0461050,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 707
33602TX0470695,Gold,Non-Exchange variant,,80.95,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg13bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 814
33602TX0470801,Gold,Non-Exchange variant,,80.10,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg10bavstxo-tx-2024.pdf,Yes,Yes,300.0000,,,,,Blue Advantage Gold HMOSM 830
33602TX0460752,Expanded Bronze,Exchange variant (no CSR),,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460752,Expanded Bronze,Non-Exchange variant,,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460753,Expanded Bronze,Exchange variant (no CSR),,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460753,Expanded Bronze,Non-Exchange variant,,63.96,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh44bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Bronze HMO 302
33602TX0460758,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460764,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460766,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460773,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460774,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460775,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460776,Silver,Non-Exchange variant,,70.42,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 306
33602TX0460800,Bronze,Exchange variant (no CSR),,60.17,Yes,Yes,Yes,100%,0%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh41bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 301
33602TX0460800,Bronze,Non-Exchange variant,,60.17,Yes,Yes,Yes,100%,0%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh41bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 301
33602TX0460814,Gold,Exchange variant (no CSR),,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460814,Gold,Non-Exchange variant,,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460817,Gold,Exchange variant (no CSR),,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460817,Gold,Non-Exchange variant,,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460820,Gold,Exchange variant (no CSR),,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460820,Gold,Non-Exchange variant,,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460871,Bronze,Exchange variant (no CSR),,60.17,Yes,Yes,Yes,100%,0%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh41bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 301
33602TX0460871,Bronze,Non-Exchange variant,,60.17,Yes,Yes,Yes,100%,0%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh41bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 301
33602TX0460872,Catastrophic,Exchange variant (no CSR),,,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-chsh30bavitxo-tx-2024.pdf,No,No,,,,,3,Blue Advantage Security HMO 200
33602TX0460872,Catastrophic,Non-Exchange variant,,,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-chsh30bavitxo-tx-2024.pdf,No,No,,,,,3,Blue Advantage Security HMO 200
33602TX0460937,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460937,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
98809TX0590117,Platinum,Non-Exchange variant,89.00,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Choice Plus Platinum 1000-6
87226TX0100009,Silver,Exchange variant (no CSR),70.23,72.08,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0100009-00.pdf,No,No,,,,,,Focused VALUE Silver
87226TX0100009,Silver,Non-Exchange variant,70.23,72.08,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0100009-00.pdf,No,No,,,,,,Focused VALUE Silver
33602TX0470591,Silver,Non-Exchange variant,,70.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 820
33602TX0870005,Gold,Exchange variant (no CSR),,81.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 203
33602TX0870005,Gold,Non-Exchange variant,,81.33,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosh30bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 203
33602TX0470824,Silver,Non-Exchange variant,,71.79,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg11bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 803
33602TX0870030,Expanded Bronze,Non-Exchange variant,,64.37,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosh30bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Plus Bronze 201
33602TX0870039,Expanded Bronze,Exchange variant (no CSR),,64.93,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Bronze 303
33602TX0870039,Expanded Bronze,Non-Exchange variant,,64.93,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosh45bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Bronze 303
33602TX0870114,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosa91bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Bronze 707
33602TX0870114,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosa91bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Bronze 707
33602TX0470853,Silver,Non-Exchange variant,,71.21,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 804
33602TX0470722,Gold,Non-Exchange variant,,80.98,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg14bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 816
33602TX0880702,Silver,Non-Exchange variant,,71.23,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shil02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 201 -in vitro
33602TX0870150,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosa78bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 706
33602TX0870150,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosa78bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 706
17933TX0010009,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.modahealth.com/-/media/modahealth/shared/plans/TX/2024/individual/Moda-Select-Texas-Standard-Gold-SOB-2024-TX.pdf,https://www.modahealth.com/-/media/modahealth/shared/plans/TX/2024/individual/Moda-Select-Texas-Standard-Gold-SBC-2024-TX.pdf,No,No,,,,,,Moda Select Texas Standard Gold
17933TX0010009,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.modahealth.com/-/media/modahealth/shared/plans/TX/2024/individual/Moda-Select-Texas-Standard-Gold-SOB-2024-TX.pdf,https://www.modahealth.com/-/media/modahealth/shared/plans/TX/2024/individual/Moda-Select-Texas-Standard-Gold-SBC-2024-TX.pdf,No,No,,,,,,Moda Select Texas Standard Gold
33602TX0460941,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460941,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460952,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460952,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0461177,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsd50bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Silver 807
33602TX0461177,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsd50bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Silver 807
33602TX0461180,Gold,Exchange variant (no CSR),,78.91,Yes,Yes,Yes,70%,30%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa01bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Gold 403
33602TX0461180,Gold,Non-Exchange variant,,78.91,Yes,Yes,Yes,70%,30%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa01bftitxo-tx-2024.pdf,No,No,,,,,,MyBlue Health Gold 403
33602TX0470845,Silver,Non-Exchange variant,,71.21,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsg12bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 804
33602TX0870016,Expanded Bronze,Non-Exchange variant,,64.37,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosh30bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Plus Bronze 201
33602TX0870022,Expanded Bronze,Non-Exchange variant,,64.37,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosh30bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Plus Bronze 201
33602TX0870024,Expanded Bronze,Non-Exchange variant,,64.37,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosh30bavitxo-tx-2024.pdf,Yes,No,,,,,,Blue Advantage Plus Bronze 201
33602TX0470632,Platinum,Non-Exchange variant,,91.19,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-phsg10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Platinum HMOSM 808
87226TX0050005,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOVirtual.pdf,https://api.centene.com/SBC/2024/87226TX0050005-00.pdf,No,No,,,,,,Standard Ambetter Virtual Access Silver (Virtual PCP selection required)
87226TX0050005,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOVirtual.pdf,https://api.centene.com/SBC/2024/87226TX0050005-00.pdf,No,No,,,,,,Standard Ambetter Virtual Access Silver (Virtual PCP selection required)
87226TX0070007,Silver,Exchange variant (no CSR),71.04,71.04,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0070007-00.pdf,No,No,,,,,,Clear VALUE Silver
87226TX0070007,Silver,Non-Exchange variant,71.04,71.04,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0070007-00.pdf,No,No,,,,,,Clear VALUE Silver
87226TX0080012,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0080012-00.pdf,No,No,,,,,,Standard Gold VALUE
87226TX0080012,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0080012-00.pdf,No,No,,,,,,Standard Gold VALUE
33602TX0460830,Gold,Exchange variant (no CSR),,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460830,Gold,Non-Exchange variant,,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
87226TX0100011,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0100011-00.pdf,No,No,,,,,,Standard Silver VALUE
87226TX0100011,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://api.centene.com/brochures/2024/87226TX-HMOValue.pdf,https://api.centene.com/SBC/2024/87226TX0100011-00.pdf,No,No,,,,,,Standard Silver VALUE
33602TX0880557,Silver,Non-Exchange variant,,70.23,Yes,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shij49bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 101-in vitro
33602TX0870235,Silver,Exchange variant (no CSR),,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870235,Silver,Non-Exchange variant,,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
66252TX0240007,Platinum,Non-Exchange variant,,91.86,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Platinum.pdf,No,No,,,,2,,CHRISTUS Platinum
58840TX0120051,Gold,Non-Exchange variant,78.02,78.02,Yes,Yes,No,100%,,https://www.aetnacvshealth.com/documents/2024-value-tx.html,https://www.aetnacvshealth.com/documents/2024-IFP-768044_58840TX0120051-00_SBC.pdf,No,No,,,,,,Gold S: Aetna network of doctors + $0 walk-in clinic + $0 Virtual Care options 24/7 + Ped Dental
33602TX0460950,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460950,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa71bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 706
33602TX0460966,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0460966,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsa72bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 705
33602TX0870250,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870250,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870251,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870251,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870252,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870252,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870253,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870253,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870256,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870256,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870261,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
33602TX0870261,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa79bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 705
